XCoord,YCoord,FID,ID,UNIQUEID,ADDRESS,SUFFIX,STREET,ONSTR,FROMSTR,TOSTR,SIDE,SITE,SPP,DBH,CULTIVAR,CONDITION,INSPECT,MT,MT2,TTYPE,MEMTREE,DISEASEDEF,STRUTDEFEC,LOCTYPE,SITECAT,HOOD,LOCATION,JURISDIC,TSIP,GRATESZ,GUARDSZ,INV_DATE,INV_TIME,INSPECT_DT,INSPECT_TM,NOTES,ACTIVE,COMMONNAME
3066930.49440000,1260397.09380000,183,37666.000000,JS 20141114164609,4001,X,28TH ST,28TH ST,JAY RD,WINDING TRAIL DR,N/A,20,Ulmus x hybrida,2.000000, ,Good,N,Remove Stakes,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Elks Park,Unassigned,N,Unassigned,Unassigned,2014-11-14 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Hybrid Elm
3061667.78970000,1264514.33780000,184,37324.000000,JS 20141111143906,4600,X,14TH ST,YAUPON AV,HOLIDAY DR,14TH ST,Right,13,Gleditsia triacanthos,6.000000, ,Excellent,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Holiday Park,Unassigned,N,Unassigned,Unassigned,2014-11-11 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Common Honeylocust
3060882.51270000,1245612.55770000,185,41286.000000,JS 20141202094718,1201, ,9TH ST,9TH ST,PLEASANT ST,COLLEGE AV,N/A,237,Fraxinus pennsylvanica,20.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Columbia Cemetery,Unassigned,N,Unassigned,Unassigned,2014-12-02 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Green Ash
3064825.34380000,1249282.56430000,186,36486.000000,CC 20141121083516,2035, ,CANYON BV,CANYON BV,22ND ST,19TH ST,N/A,3,Celtis occidentalis,4.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Emma Gomez Martinez Park,Unassigned,N,Unassigned,Unassigned,2014-11-21 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Northern Hackberry
3079000.57590000,1247266.69730000,187,47841.000000,NR 20141222131544,5710, ,ARAPAHOE AV,ARAPAHOE AV,55TH ST,OLD TALE RD,N/A,903,Populus alba,52.000000, ,Fair,N,Safety Prune,Priority 2,Deciduous,No,N/A,N/A,Park,Turf,Park,Flatirons Golf Course,Unassigned,N,Unassigned,Unassigned,2014-12-22 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,White Poplar
3058272.73830000,1248092.68420000,188,61694.000000,NR 20150212085543,200,X,CANYON BV,CANYON BV,ARAPAHOE  AV,6TH ST,Front,6,Pinus nigra,12.000000, ,Good,N,No Specific Maintenance Need,Routine,Evergreen,No,N/A,N/A,Park,Turf,Park,Civic Area - Boulder Creek Corridor,Unassigned,N,Unassigned,Unassigned,2015-02-12 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Austrian Pine
3070398.46020000,1232625.29630000,189,42213.000000,JS 20141205152343,1500,X,GILLASPIE DR,GILLASPIE DR,GREENBRIAR BV,GRINNELL AV,N/A,246,Salix species,12.000000, ,Fair,N,Safety Prune,Routine,Deciduous,No,N/A,deadwood,Park,Natural Area,Park,Harlow Platts Park/South Boulder Rec Center,Unassigned,N,Unassigned,Unassigned,2014-12-05 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Willow species
3072982.95880000,1254021.55610000,190,41142.000000,CC 20141205081219,3100, ,KINGS RIDGE BV,KINGS RIDGE BV,VALMONT RD,FRANKLIN DR,N/A,13,Fraxinus pennsylvanica,11.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Christensen Park,Unassigned,N,Unassigned,Unassigned,2014-12-05 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Green Ash
3068421.10940000,1252082.12520000,191,43823.000000,JS 20141211102300,2800,X,MAPLETON AV,MAPLETON AV,28TH ST,30TH ST,N/A,18,Fraxinus pennsylvanica,13.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Raised Planter,Park,Mapleton Ballfields,Unassigned,N,Unassigned,Unassigned,2014-12-11 00:00:00, ,2015-07-10 00:00:00,11:30:46,DBH @ <4.5 ft,1.000000,Green Ash
3069912.92620000,1232301.26530000,192,43205.000000,JS 20141208111848,1500,X,GILLASPIE DR,GILLASPIE DR,GREENBRIAR BV,GRINNELL AV,N/A,443,Pinus ponderosa,6.000000, ,Good,N,No Specific Maintenance Need,Routine,Evergreen,No,N/A,N/A,Park,Natural Area,Park,Harlow Platts Park/South Boulder Rec Center,Unassigned,N,Unassigned,Unassigned,2014-12-08 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Ponderosa Pine
3060489.93794856,1245908.83374483,193,80939.000000,DROID 201505131505264862294,1201, ,9TH ST,9TH ST,PLEASANT ST,COLLEGE AV,O,83,Quercus robur,2.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Columbia Cemetery,Unassigned,N,Unassigned,Unassigned,2015-05-13 00:00:00, ,2015-07-10 00:00:00,11:30:46,Planted 2015,1.000000,English Oak
3076312.34870000,1240124.94510000,194,40245.000000,AC 20141203111203,280,X,MANHATTAN DR,MANHATTAN DR,KEWANEE DR,TENINO AV,N/A,69,Gleditsia triacanthos,22.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,utility pruned,Park,Turf,Park,Keewaydin Park,Unassigned,N,Unassigned,Unassigned,2014-12-03 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Common Honeylocust
3079250.26120000,1248192.28530000,195,47790.000000,NR 20141222102351,5710, ,ARAPAHOE AV,ARAPAHOE AV,55TH ST,OLD TALE RD,N/A,852,Malus sylvestris,3.000000, ,Excellent,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Flatirons Golf Course,Unassigned,N,Unassigned,Unassigned,2014-12-22 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Flowering Crabapple
3075178.47780000,1269523.69170000,196,42922.000000,CC 20141211130151,5100, ,RESERVOIR RD,RESERVOIR RD,51ST ST,63RD ST,N/A,207,Acer negundo,4.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,basal wound,Park,Natural Area,Park,Boulder Reservoir,Unassigned,N,Unassigned,Unassigned,2014-12-11 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Boxelder
3077285.98650000,1247728.87760000,197,47909.000000,NR 20141231112235,5710, ,ARAPAHOE AV,ARAPAHOE AV,55TH ST,OLD TALE RD,N/A,971,Fraxinus pennsylvanica,15.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Bare dirt,Park,Flatirons Golf Course,Unassigned,N,Unassigned,Unassigned,2014-12-31 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Green Ash
3061722.00920000,1263050.55090000,198,43077.000000,CC 20141212131449,4501, ,19TH ST,19TH ST,AVOCADO RD,VIOLET AV,N/A,103,Populus sargentii,16.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,previous failure,Park,Natural Area,Park,Violet Park,Unassigned,N,Unassigned,Unassigned,2014-12-12 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Plains Cottonwood
3059442.57822933,1263330.37777112,199,38199.000000,JS 20141118143901,1001,X,CHERRY AV,7TH ST,8TH ST,CHERRY AV,Right,25,Gymnocladus dioicus,2.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Foothills Community Park,Unassigned,N,Unassigned,Unassigned,2014-11-18 00:00:00, ,2015-07-10 00:00:00,11:30:46,Planted 2015,1.000000,Kentucky Coffeetree
3076394.21220000,1240231.39030000,200,40219.000000,AC 20141203102920,280,X,MANHATTAN DR,MANHATTAN DR,KEWANEE DR,TENINO AV,N/A,43,Picea pungens,22.000000, ,Good,N,No Specific Maintenance Need,Routine,Evergreen,No,N/A,N/A,Park,Turf,Park,Keewaydin Park,Unassigned,N,Unassigned,Unassigned,2014-12-03 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Blue Spruce
3064847.15560000,1250737.44450000,201,38959.000000,JS 20141124121809,1800, ,SPRUCE ST,SPRUCE ST,21ST ST,20TH ST,Rear,1,Crataegus ambigua,7.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Bare dirt,Park,Whittier Park,Unassigned,N,Unassigned,Unassigned,2014-11-24 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Russian Hawthorn
3058644.15700000,1260517.26030000,202,38476.000000,JS 20141119161915,301,X,POPLAR AV,POPLAR AV,QUINCE CR,PROMINTORY CT,N/A,113,Quercus bicolor,2.000000, ,Good,N,Remove Stakes,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Wonderland Lake Park,Unassigned,N,Unassigned,Unassigned,2014-11-19 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Swamp White Oak
3061883.97030000,1242462.68030000,203,41822.000000,JS 20141204110146,900, ,BASELINE RD,BASELINE RD,FLAGSTAFF RD,10TH ST,N/A,247,Gleditsia triacanthos,12.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Chautauqua Park,Unassigned,N,Unassigned,Unassigned,2014-12-04 00:00:00, ,2015-07-10 00:00:00,11:30:46,DBH @ <4.5 ft,1.000000,Common Honeylocust
3059791.83290000,1262992.69180000,204,37987.000000,JS 20141117164402,1001, ,CHERRY AV,CHERRY AV,7TH ST,10TH ST,N/A,33,Quercus robur,6.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Parking Lot Island,Park,Foothills Community Park,Unassigned,N,Unassigned,Unassigned,2014-11-17 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,English Oak
3081555.16270000,1273960.70230000,205,84885.000000,AC 20150601074006,6301, ,63RD ST,63RD ST,CITY LIMITS,DIAGONAL HY,N/A,60,Populus deltoides,8.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,Co-dominants,Park,Natural Area,Park,Coot Lake,Unassigned,N,Unassigned,Unassigned,2015-06-01 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Eastern Cottonwood
3062897.87440000,1261593.01130000,206,37431.000000,JS 20141113134705,1701,X,SUMAC AV,SUMAC AV,19TH ST,15TH ST,N/A,74,Pinus ponderosa,12.000000, ,Excellent,N,No Specific Maintenance Need,Routine,Evergreen,No,N/A,N/A,Park,Natural Area,Park,Crestview  Park,Unassigned,N,Unassigned,Unassigned,2014-11-13 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Ponderosa Pine
3059870.84990000,1262590.40880000,207,38091.000000,JS 20141118111919,1001,X,CHERRY AV,CHERRY AV,7TH ST,10TH ST,N/A,138,Picea pungens,7.000000, ,Fair,N,No Specific Maintenance Need,Routine,Evergreen,No,other - see notes,N/A,Park,Turf,Park,Foothills Community Park,Unassigned,N,Unassigned,Unassigned,2014-11-18 00:00:00, ,2015-07-10 00:00:00,11:30:46,adelgid galls,1.000000,Blue Spruce
3069233.16310000,1237153.56020000,208,44003.000000,JS 20141212094944,3595, ,TABLE MESA DR,TABLE MESA DR,STANFORD AV,GILLASPIE DR,N/A,20,Pinus ponderosa,19.000000, ,Good,N,No Specific Maintenance Need,Routine,Evergreen,No,N/A,N/A,Park,Rock bed,Park,Reynolds Library,Unassigned,N,Unassigned,Unassigned,2014-12-12 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Ponderosa Pine
3078206.24790000,1240178.58370000,209,40404.000000,AC 20141204095132,5660, ,SIOUX DR,SIOUX DR,55TH ST,55TH ST,N/A,184,Pinus nigra,13.000000, ,Good,N,No Specific Maintenance Need,Routine,Evergreen,No,needle necrosis,N/A,Park,Turf,Park,East Boulder Community Park/Community Center,Unassigned,N,Unassigned,Unassigned,2014-12-04 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Austrian Pine
3068649.50500000,1247681.34660000,210,39955.000000,AC 20141201150504,1505, ,30TH ST,30TH ST,ARAPAHOE  AV,SHADOW CREEK DR,N/A,44,Pyrus calleryana,15.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,included bark,Park,Turf,Park,Scott Carpenter Park,Unassigned,N,Unassigned,Unassigned,2014-12-01 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Flowering Pear
3075909.53010000,1269249.04400000,211,42764.000000,CC 20141210091104,5100, ,RESERVOIR RD,RESERVOIR RD,51ST ST,63RD ST,N/A,87,Populus sargentii,3.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,basal wound,Park,Turf,Park,Boulder Reservoir,Unassigned,N,Unassigned,Unassigned,2014-12-10 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Plains Cottonwood
3070396.95350000,1232557.49660000,212,42211.000000,JS 20141205152156,1500,X,GILLASPIE DR,GILLASPIE DR,GREENBRIAR BV,GRINNELL AV,N/A,244,Salix species,15.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Harlow Platts Park/South Boulder Rec Center,Unassigned,N,Unassigned,Unassigned,2014-12-05 00:00:00, ,2015-07-10 00:00:00,11:30:46,DBH @ <4.5 ft,1.000000,Willow species
3078755.91500346,1240221.63268664,213,81295.000000,DROID 201506121206107613849,5660, ,SIOUX DR,SIOUX DR,55TH ST,55TH ST,N/A,129,Prunus yedoensis,2.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,East Boulder Community Park/Community Center,Unassigned,N,Unassigned,Unassigned,2015-06-12 00:00:00, ,2015-07-10 00:00:00,11:30:46,Planted 2015,1.000000,Yoshino Flowering Cherry
3075001.48940000,1254791.11580000,214,35773.000000,AC 20141121130250,5325, ,VALMONT RD,VALMONT RD,STERLING CR,AIRPORT RD,N/A,733,Quercus gambellii,1.000000, ,Fair,N,Other - See Notes,Routine,Deciduous,No,crown dieback,N/A,Park,Shrub /Mulch bed,Park,Valmont City Park - Bike Park,Unassigned,N,Unassigned,Unassigned,2014-11-21 00:00:00, ,2015-07-10 00:00:00,11:30:46,water,1.000000,Gambel Oak
3061250.51620000,1248094.26330000,215,61434.000000,NR 20150209122331,1045, ,ARAPAHOE  AV,ARAPAHOE  AV,11TH ST,9TH ST,N/A,47,Populus species,55.000000, ,Good,N,Safety Prune,Priority 2,Deciduous,No,N/A,deadwood,Park,Turf,Park,Civic Area - Municipal Complex,Unassigned,N,Unassigned,Unassigned,2015-02-09 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Native Cottonwood
3071183.02100000,1244759.14520000,216,40945.000000,CC 20141203110450,3805, ,E AURORA AV,E AURORA AV,MOHAWK DR,37TH ST,N/A,54,Populus species,2.000000, ,Good,N,Remove Stakes,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Aurora 7 Park,Unassigned,N,Unassigned,Unassigned,2014-12-03 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Native Cottonwood
3071182.83670000,1244737.59150000,217,40949.000000,CC 20141203110648,3805, ,E AURORA AV,E AURORA AV,MOHAWK DR,37TH ST,N/A,57,Populus species,2.000000, ,Good,N,Remove Stakes,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Aurora 7 Park,Unassigned,N,Unassigned,Unassigned,2014-12-03 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Native Cottonwood
3062218.81680000,1248285.39460000,218,37102.000000,CC 20141126135530,1236, ,CANYON BV,CANYON BV,BROADWAY,13TH ST,N/A,69,Catalpa speciosa,8.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,trunk wounds,Park,Turf,Park,Civic Area - Central Park,Unassigned,N,Unassigned,Unassigned,2014-11-26 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Western Catalpa
3073453.71890000,1253135.10480000,219,36037.000000,AC 20141124155015,4942, ,VALMONT RD,VALMONT RD,STERLING CT,STERLING DR,N/A,150,Catalpa speciosa,6.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,sunscald,trunk wounds,Park,Turf,Park,Valmont City Park - South,Unassigned,N,Unassigned,Unassigned,2014-11-24 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Western Catalpa
3062707.98150000,1263041.91750000,220,43008.000000,CC 20141212102403,4501, ,19TH ST,19TH ST,AVOCADO RD,VIOLET AV,N/A,34,Populus sargentii,18.000000, ,Good,N,Safety Prune,Routine,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Violet Park,Unassigned,N,Unassigned,Unassigned,2014-12-12 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Plains Cottonwood
3058076.52000000,1247914.39670000,221,61791.000000,NR 20150212140318,200,X,CANYON BV,CANYON BV,ARAPAHOE  AV,6TH ST,N/A,85,Populus species,60.000000, ,Fair,N,Safety Prune,Routine,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Civic Area - Boulder Creek Corridor,Unassigned,N,Unassigned,Unassigned,2015-02-12 00:00:00, ,2015-07-10 00:00:00,11:30:46,dbh est.,1.000000,Native Cottonwood
3061180.29360000,1248204.51560000,222,61524.000000,NR 20150209161242,1777, ,BROADWAY,BROADWAY,CANYON BV,ARAPAHOE  AV,N/A,199,Salix species,18.000000, ,Fair,N,Safety Prune,Priority 3,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Civic Area - Municipal Complex,Unassigned,N,Unassigned,Unassigned,2015-02-09 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Willow species
3077972.35110000,1246263.81720000,223,46815.000000,NR 20141216134737,5710, ,ARAPAHOE AV,ARAPAHOE AV,55TH ST,OLD TALE RD,N/A,558,Populus species,33.000000, ,Fair,N,Safety Prune,Priority 3,Deciduous,No,armillaria,N/A,Park,Turf,Park,Flatirons Golf Course,Unassigned,N,Unassigned,Unassigned,2014-12-16 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Native Cottonwood
3083725.53510000,1266077.26500000,224,37193.000000,JS 20141111084017,6505,X,NAUTILUS DR,NAUTILUS DR,NAUTILUS COURT NORTH DR,DEADEND,N/A,1,Elaeagnus angustifolia,10.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Eaton Park,Unassigned,N,Unassigned,Unassigned,2014-11-11 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Russian-olive
3061005.23850000,1248049.58980000,225,61441.000000,NR 20150209130754,951, ,ARAPAHOE  AV,ARAPAHOE  AV,11TH ST,9TH ST,N/A,2,Fraxinus pennsylvanica,9.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Bare dirt,Park,Civic Area - Municipal Complex,Unassigned,N,Unassigned,Unassigned,2015-02-09 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Green Ash
3078140.01240000,1240246.79660000,226,40316.000000,AC 20141203141703,5660, ,SIOUX DR,SIOUX DR,55TH ST,55TH ST,N/A,57,Gymnocladus dioicus,8.000000, ,Good,N,Structure Prune,Routine,Deciduous,No,N/A,Co-dominants,Park,Turf,Park,East Boulder Community Park/Community Center,Unassigned,N,Unassigned,Unassigned,2014-12-03 00:00:00, ,2015-07-10 00:00:00,11:30:46,DBH @ <4.5 ft,1.000000,Kentucky Coffeetree
3062155.16440000,1248453.67460000,227,37126.000000,CC 20141126143225,1236, ,CANYON BV,CANYON BV,BROADWAY,13TH ST,N/A,93,Gleditsia triacanthos,13.000000, ,Fair,N,Safety Prune,Routine,Deciduous,No,N/A,Large Limbs/scaffold defect,Park,Natural Area,Park,Civic Area - Central Park,Unassigned,N,Unassigned,Unassigned,2014-11-26 00:00:00, ,2015-07-10 00:00:00,11:30:46,dbh est,1.000000,Common Honeylocust
3075505.37970000,1253416.58820000,228,36120.000000,AC 20141125110827,4942, ,VALMONT RD,VALMONT RD,STERLING CT,STERLING DR,N/A,233,Populus alba,11.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Valmont City Park - South,Unassigned,N,Unassigned,Unassigned,2014-11-25 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,White Poplar
3058193.22360000,1248073.46290000,229,61692.000000,NR 20150212085421,200,X,CANYON BV,CANYON BV,ARAPAHOE  AV,6TH ST,Front,4,Fraxinus pennsylvanica,8.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Civic Area - Boulder Creek Corridor,Unassigned,N,Unassigned,Unassigned,2015-02-12 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Green Ash
3074537.14420000,1253779.36120000,230,35469.000000,AC 20141120111439,5325, ,VALMONT RD,VALMONT RD,STERLING CR,AIRPORT RD,N/A,433,Quercus gambellii,1.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Valmont City Park - Bike Park,Unassigned,N,Unassigned,Unassigned,2014-11-20 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Gambel Oak
3061165.54390000,1254899.70290000,231,38858.000000,JS 20141121153108,3198, ,BROADWAY,BROADWAY,ELDER AV,HAWTHORN AV,N/A,14,Fagus sylvatica,8.000000, ,Excellent,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,North Boulder Rec Center/Iris Center,Unassigned,N,Unassigned,Unassigned,2014-11-21 00:00:00, ,2015-07-10 00:00:00,11:30:46,DBH @ <4.5 ft,1.000000,European Beech
3069867.23180000,1232438.43990000,232,42237.000000,JS 20141205154820,1500,X,GILLASPIE DR,GILLASPIE DR,GREENBRIAR BV,GRINNELL AV,N/A,270,Pinus nigra,12.000000, ,Good,N,No Specific Maintenance Need,Routine,Evergreen,No,N/A,N/A,Park,Natural Area,Park,Harlow Platts Park/South Boulder Rec Center,Unassigned,N,Unassigned,Unassigned,2014-12-05 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Austrian Pine
3069592.91040000,1230308.23230000,233,42379.000000,NR 20141206141814,3299, ,REDSTONE RD,REDSTONE RD,LEHIGH ST,REDSTONE RD,N/A,71,Populus species,13.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Shanahan Ridge Park,Unassigned,N,Unassigned,Unassigned,2014-12-06 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Native Cottonwood
3061682.33670000,1248142.15600000,234,61374.000000,NR 20150209091244,1101, ,ARAPAHOE  AV,ARAPAHOE  AV,BROADWAY,11TH ST,N/A,8,Pyrus calleryana,7.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Civic Area - Municipal Complex,Unassigned,N,Unassigned,Unassigned,2015-02-09 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Flowering Pear
3075860.32790000,1269015.40210000,235,42773.000000,CC 20141210093706,5100, ,RESERVOIR RD,RESERVOIR RD,51ST ST,63RD ST,N/A,96,Fraxinus pennsylvanica,11.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Boulder Reservoir,Unassigned,N,Unassigned,Unassigned,2014-12-10 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Green Ash
3068930.66370000,1247086.15890000,236,40053.000000,AC 20141202105852,1505, ,30TH ST,30TH ST,ARAPAHOE  AV,SHADOW CREEK DR,N/A,142,Fraxinus americana,12.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Scott Carpenter Park,Unassigned,N,Unassigned,Unassigned,2014-12-02 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,White Ash
3066476.01340000,1235156.26870000,237,41947.000000,JS 20141204154419,1095, ,LEHIGH ST,LEHIGH ST,TABLE MESA DR,BEAR MOUNTAIN DR,N/A,69,Populus species,29.000000, ,Poor,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,deadwood,Park,Natural Area,Park,Bear Creek Park,Unassigned,N,Unassigned,Unassigned,2014-12-04 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Native Cottonwood
3072901.02150000,1244712.69000000,238,45371.000000,CC 20141218154413,999,X,MORGAN DR,MORGAN DR,CUL-DE-SAC,PITKIN DR,N/A,156,Prunus species,1.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Park East Park,Unassigned,N,Unassigned,Unassigned,2014-12-18 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Plum species
3062045.02320000,1249417.51060000,239,36814.000000,CC 20141124145907,1966, ,13TH ST,13TH ST,PEARL ST,LAWRY LN,Front,2,Gleditsia triacanthos,11.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Open Pit,Park,Pearl Street Mall,Unassigned,N,Unassigned,Unassigned,2014-11-24 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Common Honeylocust
3059299.52660000,1244666.96440000,240,41386.000000,JS 20141202124020,960,X,GILBERT ST,GILBERT ST,AURORA AV,EUCLID AV,N/A,3,Celtis occidentalis,14.000000, ,Fair,N,Structure Prune,Routine,Deciduous,No,N/A,deadwood,Park,Natural Area,Park,Smith Park,Unassigned,N,Unassigned,Unassigned,2014-12-02 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Northern Hackberry
3073506.79970000,1253518.48650000,241,35916.000000,AC 20141124115748,4942, ,VALMONT RD,VALMONT RD,STERLING CT,STERLING DR,N/A,29,Picea pungens,10.000000, ,Good,N,No Specific Maintenance Need,Routine,Evergreen,No,N/A,N/A,Park,Turf,Park,Valmont City Park - South,Unassigned,N,Unassigned,Unassigned,2014-11-24 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Blue Spruce
3058197.67960000,1248791.08350000,242,36984.000000,CC 20141125140115,280, ,SPRUCE ST,SPRUCE ST,DEADEND,4TH ST,N/A,10,Populus sargentii,19.000000, ,Good,N,Safety Prune,Routine,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Knollwood Tennis Courts,Unassigned,N,Unassigned,Unassigned,2014-11-25 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Plains Cottonwood
